valid_time,region,latitude,longitude,rainfall_observed,temperature_observed,wind_observed,pressure_observed,humidity_observed,observation_id
2024-01-07,Kerala,10.8505,76.2711,11.2,20.3,12.0,1006.4,66.5,OBS_20240107_KER
2024-01-08,Kerala,10.8505,76.2711,11.6,18.4,11.2,1004.9,65.3,OBS_20240108_KER
2024-01-09,Kerala,10.8505,76.2711,0.0,19.4,13.5,1006.7,54.0,OBS_20240109_KER
2024-01-10,Kerala,10.8505,76.2711,0.0,24.1,8.1,1010.8,66.4,OBS_20240110_KER
2024-01-11,Kerala,10.8505,76.2711,14.7,22.5,8.6,1004.0,66.0,OBS_20240111_KER
2024-01-02,Rajasthan,27.0238,74.2179,1.9,21.7,11.1,1005.3,55.1,OBS_20240102_RAJ
2024-01-03,Rajasthan,27.0238,74.2179,1.0,21.5,12.6,1005.8,49.4,OBS_20240103_RAJ
2024-01-04,Rajasthan,27.0238,74.2179,0.0,18.8,10.8,1005.4,49.3,OBS_20240104_RAJ
2024-01-05,Rajasthan,27.0238,74.2179,3.4,21.1,9.0,1005.4,63.1,OBS_20240105_RAJ
2024-01-06,Rajasthan,27.0238,74.2179,4.0,20.6,13.6,1004.3,47.8,OBS_20240106_RAJ
2024-01-07,Rajasthan,27.0238,74.2179,0.0,18.1,14.1,1006.9,64.2,OBS_20240107_RAJ
2024-01-08,Rajasthan,27.0238,74.2179,0.0,20.1,12.8,1005.7,46.2,OBS_20240108_RAJ
2024-01-09,Rajasthan,27.0238,74.2179,0.0,18.8,13.7,1007.9,60.5,OBS_20240109_RAJ
2024-01-10,Rajasthan,27.0238,74.2179,8.5,20.3,13.5,1005.4,64.7,OBS_20240110_RAJ
2024-01-11,Rajasthan,27.0238,74.2179,0.0,19.9,12.1,1006.6,53.3,OBS_20240111_RAJ
2024-01-02,Odisha,20.9517,85.0985,2.5,22.7,12.7,1005.6,55.4,OBS_20240102_ODI
2024-01-03,Odisha,20.9517,85.0985,0.0,21.3,6.5,1006.5,61.0,OBS_20240103_ODI
2024-01-04,Odisha,20.9517,85.0985,0.4,21.5,12.1,1006.9,61.1,OBS_20240104_ODI
2024-01-05,Odisha,20.9517,85.0985,2.0,19.2,12.5,1003.0,54.3,OBS_20240105_ODI
2024-01-06,Odisha,20.9517,85.0985,0.0,22.0,8.3,1005.2,54.1,OBS_20240106_ODI
2024-01-07,Odisha,20.9517,85.0985,0.0,19.5,17.0,1005.1,58.4,OBS_20240107_ODI
2024-01-08,Odisha,20.9517,85.0985,0.0,19.8,11.7,1006.7,55.3,OBS_20240108_ODI
2024-01-09,Odisha,20.9517,85.0985,0.0,18.0,16.7,1005.1,56.8,OBS_20240109_ODI
2024-01-10,Odisha,20.9517,85.0985,8.0,22.7,5.5,1005.3,65.5,OBS_20240110_ODI
2024-01-11,Odisha,20.9517,85.0985,5.1,20.1,9.9,1008.7,58.6,OBS_20240111_ODI
2024-01-02,Assam,26.2006,92.9376,0.0,20.6,9.8,1006.8,52.2,OBS_20240102_ASS
2024-01-03,Assam,26.2006,92.9376,0.0,21.4,13.4,1005.9,64.8,OBS_20240103_ASS
2024-01-04,Assam,26.2006,92.9376,0.0,22.3,9.7,1004.7,56.1,OBS_20240104_ASS
2024-01-05,Assam,26.2006,92.9376,8.8,21.9,13.5,1004.4,54.7,OBS_20240105_ASS
2024-01-06,Assam,26.2006,92.9376,0.6,20.1,11.8,1008.4,55.8,OBS_20240106_ASS
2024-01-07,Assam,26.2006,92.9376,0.0,20.0,8.4,1006.4,46.8,OBS_20240107_ASS
2024-01-08,Assam,26.2006,92.9376,4.2,20.2,5.5,1007.1,48.8,OBS_20240108_ASS
2024-01-09,Assam,26.2006,92.9376,0.0,19.2,10.8,1004.1,57.5,OBS_20240109_ASS
2024-01-10,Assam,26.2006,92.9376,1.4,23.0,20.3,1006.5,53.0,OBS_20240110_ASS
2024-01-11,Assam,26.2006,92.9376,17.9,19.2,14.7,1008.3,62.5,OBS_20240111_ASS
2024-01-02,Punjab,31.1471,75.3412,0.0,21.7,11.8,1006.1,54.7,OBS_20240102_PUN
2024-01-03,Punjab,31.1471,75.3412,0.2,23.2,12.8,1005.3,54.3,OBS_20240103_PUN
2024-01-04,Punjab,31.1471,75.3412,0.0,22.3,11.4,1006.1,55.8,OBS_20240104_PUN
2024-01-05,Punjab,31.1471,75.3412,0.0,22.4,11.3,1005.6,48.3,OBS_20240105_PUN
2024-01-06,Punjab,31.1471,75.3412,7.3,22.5,12.1,1005.9,55.4,OBS_20240106_PUN
2024-01-07,Punjab,31.1471,75.3412,1.1,20.5,13.0,1004.5,62.1,OBS_20240107_PUN
2024-01-08,Punjab,31.1471,75.3412,2.3,21.8,10.0,1008.9,52.5,OBS_20240108_PUN
2024-01-09,Punjab,31.1471,75.3412,0.3,19.7,10.9,1008.9,46.9,OBS_20240109_PUN
2024-01-10,Punjab,31.1471,75.3412,0.0,23.6,10.0,1010.1,55.6,OBS_20240110_PUN
2024-01-11,Punjab,31.1471,75.3412,10.5,19.6,11.3,1003.8,61.1,OBS_20240111_PUN
2024-01-02,Tamil Nadu,11.1271,78.6569,0.4,21.5,16.1,1004.8,58.0,OBS_20240102_TAM
2024-01-03,Tamil Nadu,11.1271,78.6569,0.8,20.3,13.6,1006.6,59.4,OBS_20240103_TAM
2024-01-04,Tamil Nadu,11.1271,78.6569,0.0,22.9,9.7,1005.5,54.7,OBS_20240104_TAM
2024-01-05,Tamil Nadu,11.1271,78.6569,14.9,22.6,11.0,1004.6,57.7,OBS_20240105_TAM
2024-01-06,Tamil Nadu,11.1271,78.6569,11.9,19.1,18.6,1004.9,53.4,OBS_20240106_TAM
2024-01-07,Tamil Nadu,11.1271,78.6569,20.5,24.7,11.4,1007.1,61.3,OBS_20240107_TAM
2024-01-08,Tamil Nadu,11.1271,78.6569,15.8,22.6,11.3,1005.9,49.1,OBS_20240108_TAM
2024-01-09,Tamil Nadu,11.1271,78.6569,0.0,20.8,6.6,1005.0,46.8,OBS_20240109_TAM
2024-01-10,Tamil Nadu,11.1271,78.6569,0.0,17.2,21.1,1010.3,63.8,OBS_20240110_TAM
2024-01-11,Tamil Nadu,11.1271,78.6569,0.0,21.9,15.1,1006.5,41.4,OBS_20240111_TAM
2024-01-02,Andhra Pradesh,15.9129,79.74,4.4,20.9,12.6,1007.2,58.6,OBS_20240102_AND
2024-01-03,Andhra Pradesh,15.9129,79.74,1.5,21.5,12.1,1007.1,52.6,OBS_20240103_AND
2024-01-04,Andhra Pradesh,15.9129,79.74,3.6,21.1,8.4,1005.8,64.6,OBS_20240104_AND
2024-01-05,Andhra Pradesh,15.9129,79.74,0.0,21.5,9.5,1005.8,59.4,OBS_20240105_AND
2024-01-06,Andhra Pradesh,15.9129,79.74,1.6,24.0,13.0,1006.5,49.9,OBS_20240106_AND
2024-01-07,Andhra Pradesh,15.9129,79.74,0.0,20.8,12.5,1005.4,69.2,OBS_20240107_AND
2024-01-08,Andhra Pradesh,15.9129,79.74,0.0,19.2,18.3,1006.3,56.9,OBS_20240108_AND
2024-01-09,Andhra Pradesh,15.9129,79.74,0.0,19.4,16.3,1007.1,54.6,OBS_20240109_AND
2024-01-10,Andhra Pradesh,15.9129,79.74,0.4,20.6,14.4,1002.3,58.3,OBS_20240110_AND
2024-01-11,Andhra Pradesh,15.9129,79.74,1.3,18.6,11.9,1008.1,55.8,OBS_20240111_AND
2024-01-02,West Bengal,22.9868,87.855,0.0,21.3,11.2,1005.8,54.9,OBS_20240102_WES
2024-01-03,West Bengal,22.9868,87.855,8.0,21.2,8.3,1007.7,49.6,OBS_20240103_WES
2024-01-04,West Bengal,22.9868,87.855,0.5,23.6,8.6,1003.1,54.7,OBS_20240104_WES
2024-01-05,West Bengal,22.9868,87.855,0.3,23.4,12.5,1005.7,56.7,OBS_20240105_WES
2024-01-06,West Bengal,22.9868,87.855,11.6,19.5,10.0,1008.9,52.9,OBS_20240106_WES
2024-01-07,West Bengal,22.9868,87.855,1.4,23.3,12.7,1006.9,51.9,OBS_20240107_WES
2024-01-08,West Bengal,22.9868,87.855,5.3,22.5,8.9,1006.2,53.3,OBS_20240108_WES
2024-01-09,West Bengal,22.9868,87.855,0.0,24.2,12.1,1004.8,65.7,OBS_20240109_WES
2024-01-10,West Bengal,22.9868,87.855,7.5,24.6,11.3,1008.4,50.0,OBS_20240110_WES
2024-01-11,West Bengal,22.9868,87.855,13.2,25.1,14.1,1004.2,56.8,OBS_20240111_WES
2024-01-02,Madhya Pradesh,22.9734,78.6569,0.3,21.3,13.3,1007.2,58.3,OBS_20240102_MAD
2024-01-03,Madhya Pradesh,22.9734,78.6569,1.4,20.7,11.7,1005.2,56.6,OBS_20240103_MAD
2024-01-04,Madhya Pradesh,22.9734,78.6569,2.7,21.1,14.3,1006.4,49.2,OBS_20240104_MAD
2024-01-05,Madhya Pradesh,22.9734,78.6569,1.3,18.7,13.2,1006.2,53.1,OBS_20240105_MAD
2024-01-06,Madhya Pradesh,22.9734,78.6569,0.0,20.5,10.3,1006.4,50.5,OBS_20240106_MAD
2024-01-07,Madhya Pradesh,22.9734,78.6569,0.0,21.3,10.8,1006.9,56.1,OBS_20240107_MAD
2024-01-08,Madhya Pradesh,22.9734,78.6569,0.0,19.6,11.8,1003.8,66.1,OBS_20240108_MAD
2024-01-09,Madhya Pradesh,22.9734,78.6569,29.3,22.8,4.8,1005.2,59.9,OBS_20240109_MAD
2024-01-10,Madhya Pradesh,22.9734,78.6569,0.0,21.9,9.3,1004.6,44.9,OBS_20240110_MAD
2024-01-11,Madhya Pradesh,22.9734,78.6569,1.1,18.1,22.5,1005.8,63.7,OBS_20240111_MAD
2024-01-02,Uttar Pradesh,26.8467,80.9462,0.0,20.8,11.8,1006.6,58.2,OBS_20240102_UTT
2024-01-03,Uttar Pradesh,26.8467,80.9462,2.3,22.5,10.2,1006.4,55.5,OBS_20240103_UTT
2024-01-04,Uttar Pradesh,26.8467,80.9462,0.7,21.2,7.4,1006.6,60.2,OBS_20240104_UTT
2024-01-05,Uttar Pradesh,26.8467,80.9462,2.5,23.1,7.6,1006.6,54.0,OBS_20240105_UTT
2024-01-06,Uttar Pradesh,26.8467,80.9462,2.2,23.3,15.7,1003.2,54.8,OBS_20240106_UTT
2024-01-07,Uttar Pradesh,26.8467,80.9462,0.0,22.2,9.1,1002.4,58.5,OBS_20240107_UTT
2024-01-08,Uttar Pradesh,26.8467,80.9462,4.6,22.6,9.8,1007.5,52.1,OBS_20240108_UTT
2024-01-09,Uttar Pradesh,26.8467,80.9462,3.1,20.6,13.2,1004.2,61.8,OBS_20240109_UTT
2024-01-10,Uttar Pradesh,26.8467,80.9462,5.3,23.9,19.9,1005.5,52.5,OBS_20240110_UTT
2024-01-11,Uttar Pradesh,26.8467,80.9462,0.0,24.0,8.0,1004.7,64.5,OBS_20240111_UTT
2024-01-02,Karnataka,15.3173,75.7139,3.4,20.7,11.5,1004.9,52.6,OBS_20240102_KAR
2024-01-03,Karnataka,15.3173,75.7139,0.0,20.1,12.5,1008.2,49.9,OBS_20240103_KAR
2024-01-04,Karnataka,15.3173,75.7139,1.8,22.5,12.2,1004.6,52.0,OBS_20240104_KAR
2024-01-05,Karnataka,15.3173,75.7139,3.0,21.1,8.2,1007.0,58.7,OBS_20240105_KAR
2024-01-06,Karnataka,15.3173,75.7139,17.8,21.4,6.6,1007.3,55.7,OBS_20240106_KAR
2024-01-07,Karnataka,15.3173,75.7139,7.4,20.5,8.3,1003.1,59.8,OBS_20240107_KAR
2024-01-08,Karnataka,15.3173,75.7139,0.0,23.2,5.1,1006.3,63.1,OBS_20240108_KAR
2024-01-09,Karnataka,15.3173,75.7139,7.1,20.8,13.2,1006.4,57.8,OBS_20240109_KAR
2024-01-10,Karnataka,15.3173,75.7139,18.4,16.2,7.2,1005.4,58.1,OBS_20240110_KAR
2024-01-11,Karnataka,15.3173,75.7139,0.0,18.2,16.8,1007.2,48.9,OBS_20240111_KAR
2024-01-02,Himachal Pradesh,31.1048,77.1734,0.6,20.9,10.4,1007.1,55.9,OBS_20240102_HIM
2024-01-03,Himachal Pradesh,31.1048,77.1734,2.4,21.3,11.4,1007.3,54.6,OBS_20240103_HIM
2024-01-04,Himachal Pradesh,31.1048,77.1734,7.1,20.0,15.8,1006.4,59.7,OBS_20240104_HIM
2024-01-05,Himachal Pradesh,31.1048,77.1734,1.4,19.9,12.9,1005.4,57.0,OBS_20240105_HIM
2024-01-06,Himachal Pradesh,31.1048,77.1734,3.5,19.6,9.7,1003.5,55.4,OBS_20240106_HIM
2024-01-07,Himachal Pradesh,31.1048,77.1734,111.8,22.8,8.7,1005.2,61.0,OBS_20240107_HIM
2024-01-08,Himachal Pradesh,31.1048,77.1734,0.0,23.3,8.9,1004.5,58.9,OBS_20240108_HIM
2024-01-09,Himachal Pradesh,31.1048,77.1734,14.3,22.4,9.0,1007.5,55.6,OBS_20240109_HIM
2024-01-10,Himachal Pradesh,31.1048,77.1734,0.0,21.5,6.9,1005.2,48.0,OBS_20240110_HIM
2024-01-11,Himachal Pradesh,31.1048,77.1734,19.6,25.0,15.4,1006.0,51.5,OBS_20240111_HIM
2024-01-02,Bihar,25.0961,85.3131,0.1,20.2,13.0,1005.7,55.6,OBS_20240102_BIH
2024-01-03,Bihar,25.0961,85.3131,1.1,20.5,12.6,1006.3,55.5,OBS_20240103_BIH
2024-01-04,Bihar,25.0961,85.3131,5.8,21.9,14.8,1003.5,49.3,OBS_20240104_BIH
2024-01-05,Bihar,25.0961,85.3131,0.0,22.1,12.5,1005.8,56.4,OBS_20240105_BIH
2024-01-06,Bihar,25.0961,85.3131,0.0,20.7,7.7,1007.8,50.3,OBS_20240106_BIH
2024-01-07,Bihar,25.0961,85.3131,20.8,22.0,11.3,1008.2,47.0,OBS_20240107_BIH
2024-01-08,Bihar,25.0961,85.3131,3.5,20.5,9.8,1004.3,59.5,OBS_20240108_BIH
2024-01-09,Bihar,25.0961,85.3131,0.0,19.5,16.3,1008.0,53.9,OBS_20240109_BIH
2024-01-10,Bihar,25.0961,85.3131,0.0,21.2,11.4,1005.4,47.3,OBS_20240110_BIH
2024-01-11,Bihar,25.0961,85.3131,10.4,24.4,5.4,1006.1,56.1,OBS_20240111_BIH
2024-01-12,Gujarat,22.2587,71.1924,0.0,19.9,14.2,1007.7,41.4,OBS_20240112_GUJ
2024-01-12,Maharashtra,19.7515,75.7139,0.0,20.7,15.9,1005.8,62.7,OBS_20240112_MAH
2024-01-12,Kerala,10.8505,76.2711,0.0,23.2,8.6,1006.8,57.2,OBS_20240112_KER
2024-01-12,Rajasthan,27.0238,74.2179,0.0,22.8,15.3,1006.7,48.5,OBS_20240112_RAJ
2024-01-12,Odisha,20.9517,85.0985,10.6,17.9,13.5,1006.8,51.3,OBS_20240112_ODI
2024-01-12,Assam,26.2006,92.9376,0.0,21.1,13.2,1004.4,46.5,OBS_20240112_ASS
2024-01-12,Punjab,31.1471,75.3412,14.9,24.6,13.9,1008.1,49.6,OBS_20240112_PUN
2024-01-12,Tamil Nadu,11.1271,78.6569,0.0,20.0,13.8,1008.6,50.6,OBS_20240112_TAM
2024-01-12,Andhra Pradesh,15.9129,79.74,3.2,27.2,9.8,1004.4,59.1,OBS_20240112_AND
2024-01-12,West Bengal,22.9868,87.855,0.0,23.7,14.0,1009.4,67.4,OBS_20240112_WES
2024-01-12,Madhya Pradesh,22.9734,78.6569,12.3,21.0,11.9,1004.0,48.1,OBS_20240112_MAD
2024-01-12,Uttar Pradesh,26.8467,80.9462,13.5,22.1,17.4,1010.9,50.6,OBS_20240112_UTT
2024-01-12,Karnataka,15.3173,75.7139,0.0,19.5,6.3,1007.3,50.4,OBS_20240112_KAR
2024-01-12,Himachal Pradesh,31.1048,77.1734,0.0,19.6,18.9,1005.4,56.3,OBS_20240112_HIM
2024-01-12,Bihar,25.0961,85.3131,0.0,20.9,11.4,1005.1,59.7,OBS_20240112_BIH
2024-01-13,Gujarat,22.2587,71.1924,7.4,19.5,15.9,1002.8,70.6,OBS_20240113_GUJ
2024-01-13,Maharashtra,19.7515,75.7139,4.6,22.2,14.8,1005.3,58.5,OBS_20240113_MAH
2024-01-13,Kerala,10.8505,76.2711,0.0,23.8,5.0,1006.4,56.6,OBS_20240113_KER
2024-01-13,Rajasthan,27.0238,74.2179,0.0,22.3,8.8,1007.9,70.9,OBS_20240113_RAJ
2024-01-13,Odisha,20.9517,85.0985,0.0,19.5,10.9,1005.9,57.7,OBS_20240113_ODI
2024-01-13,Assam,26.2006,92.9376,6.5,19.6,11.1,1009.2,51.3,OBS_20240113_ASS
2024-01-13,Punjab,31.1471,75.3412,0.0,23.1,11.6,1004.7,44.0,OBS_20240113_PUN
2024-01-13,Tamil Nadu,11.1271,78.6569,0.0,19.5,14.7,1005.1,56.8,OBS_20240113_TAM
2024-01-13,Andhra Pradesh,15.9129,79.74,5.1,22.8,12.7,1007.9,46.1,OBS_20240113_AND
2024-01-13,West Bengal,22.9868,87.855,0.0,20.5,8.0,1008.3,55.0,OBS_20240113_WES
2024-01-13,Madhya Pradesh,22.9734,78.6569,0.0,22.8,13.2,1007.3,63.5,OBS_20240113_MAD
2024-01-13,Uttar Pradesh,26.8467,80.9462,0.0,19.5,12.5,1009.3,53.3,OBS_20240113_UTT
2024-01-13,Karnataka,15.3173,75.7139,0.0,18.6,8.6,1007.4,64.8,OBS_20240113_KAR
2024-01-13,Himachal Pradesh,31.1048,77.1734,0.0,20.5,14.0,1003.6,51.3,OBS_20240113_HIM
2024-01-13,Bihar,25.0961,85.3131,0.0,21.4,6.9,1006.0,48.0,OBS_20240113_BIH
2024-01-14,Gujarat,22.2587,71.1924,8.0,21.5,6.8,1005.4,69.2,OBS_20240114_GUJ
2024-01-14,Maharashtra,19.7515,75.7139,18.0,21.0,13.9,1006.3,69.0,OBS_20240114_MAH
2024-01-14,Kerala,10.8505,76.2711,6.8,22.9,9.7,1008.1,59.0,OBS_20240114_KER
2024-01-14,Rajasthan,27.0238,74.2179,22.9,20.4,9.4,1004.3,49.9,OBS_20240114_RAJ
2024-01-14,Odisha,20.9517,85.0985,0.0,24.2,6.0,1006.4,66.5,OBS_20240114_ODI
2024-01-14,Assam,26.2006,92.9376,0.0,18.2,14.5,1004.0,53.4,OBS_20240114_ASS
2024-01-14,Punjab,31.1471,75.3412,0.0,19.2,10.7,1004.6,44.4,OBS_20240114_PUN
2024-01-14,Tamil Nadu,11.1271,78.6569,15.2,24.1,7.3,1007.8,67.0,OBS_20240114_TAM
2024-01-14,Andhra Pradesh,15.9129,79.74,0.0,21.4,16.1,1005.8,59.0,OBS_20240114_AND
2024-01-14,West Bengal,22.9868,87.855,0.0,23.7,12.5,1006.5,58.8,OBS_20240114_WES
2024-01-14,Madhya Pradesh,22.9734,78.6569,6.4,22.7,8.6,1005.3,53.4,OBS_20240114_MAD
2024-01-14,Uttar Pradesh,26.8467,80.9462,1.4,22.5,14.1,1006.8,49.1,OBS_20240114_UTT
2024-01-14,Karnataka,15.3173,75.7139,0.0,24.8,5.9,1004.8,57.0,OBS_20240114_KAR
2024-01-14,Himachal Pradesh,31.1048,77.1734,0.0,22.7,8.2,1005.5,64.3,OBS_20240114_HIM
2024-01-14,Bihar,25.0961,85.3131,11.7,25.8,15.2,1004.0,64.3,OBS_20240114_BIH
2024-01-15,Gujarat,22.2587,71.1924,0.0,22.2,7.4,1006.4,52.3,OBS_20240115_GUJ
2024-01-15,Maharashtra,19.7515,75.7139,0.0,19.7,18.8,1007.1,51.8,OBS_20240115_MAH
2024-01-15,Kerala,10.8505,76.2711,0.0,19.1,9.2,1006.7,45.1,OBS_20240115_KER
2024-01-15,Rajasthan,27.0238,74.2179,3.4,18.9,11.8,1007.2,52.9,OBS_20240115_RAJ
2024-01-15,Odisha,20.9517,85.0985,0.0,25.4,6.9,1004.6,64.1,OBS_20240115_ODI
2024-01-15,Assam,26.2006,92.9376,13.5,22.1,12.6,1003.2,56.3,OBS_20240115_ASS
2024-01-15,Punjab,31.1471,75.3412,0.0,20.6,13.2,1002.9,53.3,OBS_20240115_PUN
2024-01-15,Tamil Nadu,11.1271,78.6569,0.0,21.0,10.1,1004.5,55.4,OBS_20240115_TAM
2024-01-15,Andhra Pradesh,15.9129,79.74,5.0,24.6,12.1,1007.8,43.2,OBS_20240115_AND
2024-01-15,West Bengal,22.9868,87.855,0.0,23.9,10.4,1006.2,67.6,OBS_20240115_WES
2024-01-15,Madhya Pradesh,22.9734,78.6569,0.0,17.5,7.8,1004.7,59.7,OBS_20240115_MAD
2024-01-15,Uttar Pradesh,26.8467,80.9462,7.6,21.0,12.0,1002.9,65.0,OBS_20240115_UTT
2024-01-15,Karnataka,15.3173,75.7139,0.0,19.7,9.8,1009.0,46.6,OBS_20240115_KAR
2024-01-15,Himachal Pradesh,31.1048,77.1734,0.0,19.5,10.3,1004.1,53.5,OBS_20240115_HIM
2024-01-15,Bihar,25.0961,85.3131,4.4,24.5,14.7,1003.2,59.2,OBS_20240115_BIH
2024-01-16,Gujarat,22.2587,71.1924,5.8,23.2,10.7,1009.7,46.0,OBS_20240116_GUJ
2024-01-16,Maharashtra,19.7515,75.7139,0.0,22.7,12.8,1004.3,49.1,OBS_20240116_MAH
2024-01-16,Kerala,10.8505,76.2711,0.0,22.0,14.2,1004.6,49.9,OBS_20240116_KER
2024-01-16,Rajasthan,27.0238,74.2179,11.0,23.9,9.1,1009.2,54.3,OBS_20240116_RAJ
2024-01-16,Odisha,20.9517,85.0985,0.0,21.5,11.0,1006.3,57.3,OBS_20240116_ODI
2024-01-16,Assam,26.2006,92.9376,0.7,23.5,15.0,1005.3,38.0,OBS_20240116_ASS
2024-01-16,Punjab,31.1471,75.3412,16.0,19.8,7.4,1007.0,59.4,OBS_20240116_PUN
2024-01-16,Tamil Nadu,11.1271,78.6569,0.0,23.6,15.3,1005.7,46.9,OBS_20240116_TAM
2024-01-16,Andhra Pradesh,15.9129,79.74,5.7,23.7,11.5,1006.8,47.1,OBS_20240116_AND
2024-01-16,West Bengal,22.9868,87.855,20.0,20.2,12.0,1005.3,60.4,OBS_20240116_WES
2024-01-16,Madhya Pradesh,22.9734,78.6569,29.4,19.3,15.8,1005.1,52.8,OBS_20240116_MAD
2024-01-16,Uttar Pradesh,26.8467,80.9462,16.3,17.7,7.5,1008.3,62.3,OBS_20240116_UTT
2024-01-16,Karnataka,15.3173,75.7139,5.5,18.9,16.2,1007.7,53.0,OBS_20240116_KAR
2024-01-16,Himachal Pradesh,31.1048,77.1734,0.0,21.4,17.9,1005.4,62.2,OBS_20240116_HIM
2024-01-16,Bihar,25.0961,85.3131,131.8,20.7,13.1,1012.9,49.5,OBS_20240116_BIH
2024-01-17,Gujarat,22.2587,71.1924,32.2,23.9,15.2,1003.4,53.3,OBS_20240117_GUJ
2024-01-17,Maharashtra,19.7515,75.7139,9.3,21.9,9.4,1009.6,59.0,OBS_20240117_MAH
2024-01-17,Kerala,10.8505,76.2711,0.0,25.2,10.0,1004.6,62.3,OBS_20240117_KER
2024-01-17,Rajasthan,27.0238,74.2179,19.2,22.8,6.1,1004.8,47.6,OBS_20240117_RAJ
2024-01-17,Odisha,20.9517,85.0985,13.6,19.7,8.2,1002.3,53.4,OBS_20240117_ODI
2024-01-17,Assam,26.2006,92.9376,20.0,18.3,12.5,1005.1,53.8,OBS_20240117_ASS
2024-01-17,Punjab,31.1471,75.3412,2.2,18.3,11.7,1005.5,65.5,OBS_20240117_PUN
2024-01-17,Tamil Nadu,11.1271,78.6569,0.0,18.1,15.1,1003.7,50.7,OBS_20240117_TAM
2024-01-17,Andhra Pradesh,15.9129,79.74,0.0,19.8,13.7,1005.6,52.7,OBS_20240117_AND
2024-01-17,West Bengal,22.9868,87.855,0.0,21.7,13.2,1005.0,51.8,OBS_20240117_WES
2024-01-17,Madhya Pradesh,22.9734,78.6569,0.0,18.7,12.7,1004.6,56.1,OBS_20240117_MAD
2024-01-17,Uttar Pradesh,26.8467,80.9462,10.2,20.7,17.0,1008.4,63.6,OBS_20240117_UTT
2024-01-17,Karnataka,15.3173,75.7139,0.0,23.5,8.4,1004.3,55.8,OBS_20240117_KAR
2024-01-17,Himachal Pradesh,31.1048,77.1734,5.2,28.2,17.0,1008.8,50.8,OBS_20240117_HIM
2024-01-17,Bihar,25.0961,85.3131,8.2,21.9,9.4,1003.5,62.7,OBS_20240117_BIH
2024-01-18,Gujarat,22.2587,71.1924,0.0,16.3,16.8,1006.9,44.9,OBS_20240118_GUJ
2024-01-18,Maharashtra,19.7515,75.7139,0.0,18.9,16.0,1007.9,57.2,OBS_20240118_MAH
2024-01-18,Kerala,10.8505,76.2711,0.0,25.5,10.7,1008.9,48.1,OBS_20240118_KER
2024-01-18,Rajasthan,27.0238,74.2179,0.0,21.4,9.9,1006.8,40.5,OBS_20240118_RAJ
